,CommitID,Dockerfile,Comment
0,659ea234694daf03b8bd23652f6a22cef60179d8,/8.0/Dockerfile,"# add our user and group first to make sure their IDs get assigned consistently, regardless of whatever dependencies get added"
1,659ea234694daf03b8bd23652f6a22cef60179d8,/8.0/Dockerfile,# add gosu for easy step-down from root
2,659ea234694daf03b8bd23652f6a22cef60179d8,/8.0/Dockerfile,"# FATAL ERROR: please install the following Perl modules before executing /usr/local/mysql/scripts/mysql_install_db:
# File::Basename
# File::Copy
# Sys::Hostname
# Data::Dumper"
3,659ea234694daf03b8bd23652f6a22cef60179d8,/8.0/Dockerfile,"# gpg: key 5072E1F5: public key ""MySQL Release Engineering <mysql-build@oss.oracle.com>"" imported"
4,659ea234694daf03b8bd23652f6a22cef60179d8,/8.0/Dockerfile,"# the ""/var/lib/mysql"" stuff here is because the mysql-server postinst doesn't have an explicit way to disable the mysql_install_db codepath besides having a database already ""configured"" (ie, stuff in /var/lib/mysql/mysql)
# also, we set debconf keys to make APT a little quieter"
5,659ea234694daf03b8bd23652f6a22cef60179d8,/8.0/Dockerfile,# ensure that /var/run/mysqld (used for socket and lock files) is writable regardless of the UID our mysqld instance ends up having at runtime
6,659ea234694daf03b8bd23652f6a22cef60179d8,/8.0/Dockerfile,"# comment out a few problematic configuration values
# don't reverse lookup hostnames, they are usually another container"
7,659ea234694daf03b8bd23652f6a22cef60179d8,/8.0/Dockerfile,#&/' /etc/mysql/mysql.conf.d/mysqld.cnf \
8,659ea234694daf03b8bd23652f6a22cef60179d8,/8.0/Dockerfile, # backwards compat
9,08b08d88066bc27f82212631e1d3415b61097afe,/5.5/Dockerfile,"# add our user and group first to make sure their IDs get assigned consistently, regardless of whatever dependencies get added"
10,08b08d88066bc27f82212631e1d3415b61097afe,/5.5/Dockerfile,# add gosu for easy step-down from root
11,08b08d88066bc27f82212631e1d3415b61097afe,/5.5/Dockerfile,"# FATAL ERROR: please install the following Perl modules before executing /usr/local/mysql/scripts/mysql_install_db:
# File::Basename
# File::Copy
# Sys::Hostname
# Data::Dumper"
12,08b08d88066bc27f82212631e1d3415b61097afe,/5.5/Dockerfile,# mysqld: error while loading shared libraries: libaio.so.1: cannot open shared object file: No such file or directory
