,CommitID,Dockerfile,Comment
0,d53edf7c7b47591c1f08104e626633d38f3c8a06,/0.18.0/windowsservercore-ltsc2016/Dockerfile,# Enable exit on error.
1,3e10ccce3f22524ee3103a8a527f24a094050c2b,/0.17.0/nanoserver-1809/Dockerfile,"# The NAT Streaming Server will look for this environment variable.
# When set, it prevents the use of the service API to detect
# if it is running in interactive mode or not, which is
# failing in the context of a Docker container.
# (https://github.com/nats-io/gnatsd/issues/543)"
2,f6ddb09d95046abba9752719a3a7e8e2cd92ae8c,/arm64v8/Dockerfile,# Expose client and management ports
3,f6ddb09d95046abba9752719a3a7e8e2cd92ae8c,/arm64v8/Dockerfile,# Run with default memory based store 
4,9596dfac61688686a6f4955624c559cf101301a9,/windows/windowsservercore/Dockerfile,"# The NAT Streaming Server will look for this environment variable.
# When set, it prevents the use of the service API to detect
# if it is running in interactive mode or not, which is
# failing in the context of a Docker container.
# (https://github.com/nats-io/gnatsd/issues/543)"
5,9596dfac61688686a6f4955624c559cf101301a9,/windows/windowsservercore/Dockerfile,# Expose client and management ports
6,9596dfac61688686a6f4955624c559cf101301a9,/windows/windowsservercore/Dockerfile,# Run with default memory based store 
7,eaff03b1e4f88d0eb0eb476a8d1b36cac6fdf8df,/windows/nanoserver/Dockerfile,"# The NAT Streaming Server will look for this environment variable.
# When set, it prevents the use of the service API to detect
# if it is running in interactive mode or not, which is
# failing in the context of a Docker container.
# (https://github.com/nats-io/gnatsd/issues/543)"
8,eaff03b1e4f88d0eb0eb476a8d1b36cac6fdf8df,/windows/nanoserver/Dockerfile,"# Expose client, route and management ports"
9,eaff03b1e4f88d0eb0eb476a8d1b36cac6fdf8df,/windows/nanoserver/Dockerfile,# Run with default memory based store 
10,5ba3680f2232ea7ef652aaaab8992e891894e7d3,/Dockerfile,# Expose client and management ports
11,5ba3680f2232ea7ef652aaaab8992e891894e7d3,/Dockerfile,# Run with default memory based store 
12,d53edf7c7b47591c1f08104e626633d38f3c8a06,/0.18.0/nanoserver-1809/Dockerfile,"# The NAT Streaming Server will look for this environment variable.
# When set, it prevents the use of the service API to detect
# if it is running in interactive mode or not, which is
# failing in the context of a Docker container.
# (https://github.com/nats-io/gnatsd/issues/543)"
13,b59472441f9793befb1ade072819e5ac50b64cfa,/arm32v7/Dockerfile,# Expose client and management ports
14,b59472441f9793befb1ade072819e5ac50b64cfa,/arm32v7/Dockerfile,# Run with default memory based store 
15,baf4a3a71fdd82caec0a73c5ec8684408ea0c5fc,/0.18.0/windowsservercore-1809/Dockerfile,# Enable exit on error.
16,241ef65433ca7fa0042d6015b3d1ffd191a185ec,/arm32v6/Dockerfile,# Expose client and management ports
17,241ef65433ca7fa0042d6015b3d1ffd191a185ec,/arm32v6/Dockerfile,# Run with default memory based store
18,f786858e5806c3d34532f6cdeab41f9bf26e6e01,/windows/windowsservercore/Dockerfile,"# The NAT Streaming Server will look for this environment variable.
# When set, it prevents the use of the service API to detect
# if it is running in interactive mode or not, which is
# failing in the context of a Docker container.
# (https://github.com/nats-io/gnatsd/issues/543)"
19,f786858e5806c3d34532f6cdeab41f9bf26e6e01,/windows/windowsservercore/Dockerfile,# Expose client and management ports
20,f786858e5806c3d34532f6cdeab41f9bf26e6e01,/windows/windowsservercore/Dockerfile,# Run with default memory based store 
21,bfd99178467eaf084865fa3839fc3a4063d11216,/windows/nanoserver-1803/Dockerfile,"# The NAT Streaming Server will look for this environment variable.
# When set, it prevents the use of the service API to detect
# if it is running in interactive mode or not, which is
# failing in the context of a Docker container.
# (https://github.com/nats-io/gnatsd/issues/543)"
22,bfd99178467eaf084865fa3839fc3a4063d11216,/windows/nanoserver-1803/Dockerfile,# Expose client and management ports
23,bfd99178467eaf084865fa3839fc3a4063d11216,/windows/nanoserver-1803/Dockerfile,# Run with default memory based store 
